,index,term,course,Course,Instructor,Qtr/Yr,Enrollment,CAPEs Returned,Question,Freshman,Sophomore,Junior,Senior,Graduate,Extension,Visitor,Major,Minor,Gen. Ed.,Elective,Interest,A,B,C,D,F,P,NP,Strongly Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Not Applicable,0-1,2-3,4-5,6-7,8-9,10-11,12-13,14-15,16-17,18-19,20 or more,Very Rarely,Some of the Time,Most of the Time,Yes,No,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
25,0.0,FA12,MUS 2A,,,,,,Do you recommend this professor overall?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,,,,,,,,,,,,,,
0,,FA12,MUS 2A,,,,,,Grade received,,,,,,,,,,,,,13,3,2,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,FA12,MUS 2A,,,,,,Grade received,,,,,,,,,,,,,59 %,14 %,9 %,0 %,0 %,18 %,0 %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0,FA12,MUS 2A,MUS 2A (B00) - Basic Musicianship            ,"Ohnishi, Takae",FA12,11,6,General Info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.0,FA12,MUS 2A,,,,,,Your class level is,2,1,1,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.0,FA12,MUS 2A,,,,,,Your reason for taking this class is,,,,,,,,1,2,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.0,FA12,MUS 2A,,,,,,What grade do you expect in this class?,,,,,,,,,,,,,4,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.0,FA12,MUS 2A,,,,,,I learned a great deal from this course.,,,,,,,,,,,,,,,,,,,,0,0,0,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.0,FA12,MUS 2A,,,,,,How many hours a week do you spend studying outside of class on average?,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
6,0.0,FA12,MUS 2A,,,,,,How often do you attend this course?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,5,,,,,,,,,,,,,,,,,,
7,0.0,FA12,MUS 2A,,,,,,The course material is intellectually stimulating.,,,,,,,,,,,,,,,,,,,,0,0,0,2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.0,FA12,MUS 2A,,,,,,Assignments promote learning.,,,,,,,,,,,,,,,,,,,,0,0,0,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.0,FA12,MUS 2A,,,,,,Required reading is useful.,,,,,,,,,,,,,,,,,,,,0,0,0,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.0,FA12,MUS 2A,,,,,,This course is difficult relative to others.,,,,,,,,,,,,,,,,,,,,1,0,2,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.0,FA12,MUS 2A,,,,,,Exams are representative of the course material.,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.0,FA12,MUS 2A,,,,,,Do you recommend this course overall?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,,,,,,,,,,,,,,,,
13,0.0,FA12,MUS 2A,,,,,,Instructor displays a proficient command of the material.,,,,,,,,,,,,,,,,,,,,0,0,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.0,FA12,MUS 2A,,,,,,Instructor is well prepared for classes.,,,,,,,,,,,,,,,,,,,,0,0,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.0,FA12,MUS 2A,,,,,,Instructor's speech is clear and audible.,,,,,,,,,,,,,,,,,,,,0,0,1,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.0,FA12,MUS 2A,,,,,,Instructor explains the course material well.,,,,,,,,,,,,,,,,,,,,0,0,1,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.0,FA12,MUS 2A,,,,,,Lectures hold your attention.,,,,,,,,,,,,,,,,,,,,0,0,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.0,FA12,MUS 2A,,,,,,Instructor’s lecture style facilitates note-taking.,,,,,,,,,,,,,,,,,,,,0,0,1,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.0,FA12,MUS 2A,,,,,,Instructor shows concern for students' learning.,,,,,,,,,,,,,,,,,,,,0,0,0,2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.0,FA12,MUS 2A,,,,,,Instructor promotes appropriate questions/discussion.,,,,,,,,,,,,,,,,,,,,0,0,1,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.0,FA12,MUS 2A,,,,,,Instructor is accessible outside of class.,,,,,,,,,,,,,,,,,,,,0,0,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.0,FA12,MUS 2A,,,,,,Instructor starts and finishes class on time.,,,,,,,,,,,,,,,,,,,,0,0,0,2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.0,FA12,MUS 2A,,,,,,Instructor is effective in promoting academic integrity.,,,,,,,,,,,,,,,,,,,,0,0,1,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.0,FA12,MUS 2A,,,,,,"The instructor practiced effective teaching strategies that acknowledged and valued differences among students, including differences of race and gender identity.",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.0,FA12,MUS 2A,,,,,,Do you recommend this professor overall?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,,,,,,,,,,,,,,,,
0,,FA12,MUS 2A,,,,,,Grade received,,,,,,,,,,,,,13,3,2,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,FA12,MUS 2A,,,,,,Grade received,,,,,,,,,,,,,59 %,14 %,9 %,0 %,0 %,18 %,0 %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0,FA12,MUS 2AK,MUS 2AK (A00) - Basic Keyboard                ,"Blair, Kyle Adam",FA12,8,3,General Info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.0,FA12,MUS 2AK,,,,,,Your class level is,1,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.0,FA12,MUS 2AK,,,,,,Your reason for taking this class is,,,,,,,,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.0,FA12,MUS 2AK,,,,,,What grade do you expect in this class?,,,,,,,,,,,,,2,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.0,FA12,MUS 2AK,,,,,,I learned a great deal from this course.,,,,,,,,,,,,,,,,,,,,0,0,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.0,FA12,MUS 2AK,,,,,,How many hours a week do you spend studying outside of class on average?,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
6,0.0,FA12,MUS 2AK,,,,,,How often do you attend this course?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,,,,,,,,,,,,,,,,,,
7,0.0,FA12,MUS 2AK,,,,,,The course material is intellectually stimulating.,,,,,,,,,,,,,,,,,,,,0,0,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.0,FA12,MUS 2AK,,,,,,Assignments promote learning.,,,,,,,,,,,,,,,,,,,,0,0,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.0,FA12,MUS 2AK,,,,,,Required reading is useful.,,,,,,,,,,,,,,,,,,,,0,0,0,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.0,FA12,MUS 2AK,,,,,,This course is difficult relative to others.,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.0,FA12,MUS 2AK,,,,,,Exams are representative of the course material.,,,,,,,,,,,,,,,,,,,,0,0,0,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.0,FA12,MUS 2AK,,,,,,Do you recommend this course overall?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,
13,0.0,FA12,MUS 2AK,,,,,,Instructor displays a proficient command of the material.,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.0,FA12,MUS 2AK,,,,,,Instructor is well prepared for classes.,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.0,FA12,MUS 2AK,,,,,,Instructor's speech is clear and audible.,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.0,FA12,MUS 2AK,,,,,,Instructor explains the course material well.,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.0,FA12,MUS 2AK,,,,,,Lectures hold your attention.,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.0,FA12,MUS 2AK,,,,,,Instructor’s lecture style facilitates note-taking.,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.0,FA12,MUS 2AK,,,,,,Instructor shows concern for students' learning.,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.0,FA12,MUS 2AK,,,,,,Instructor promotes appropriate questions/discussion.,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.0,FA12,MUS 2AK,,,,,,Instructor is accessible outside of class.,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.0,FA12,MUS 2AK,,,,,,Instructor starts and finishes class on time.,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.0,FA12,MUS 2AK,,,,,,Instructor is effective in promoting academic integrity.,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.0,FA12,MUS 2AK,,,,,,"The instructor practiced effective teaching strategies that acknowledged and valued differences among students, including differences of race and gender identity.",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.0,FA12,MUS 2AK,,,,,,Do you recommend this professor overall?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,
0,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLEASE COMMENT ON THE FOLLOWING:,PLEASE COMMENT ON THE FOLLOWING:,PLEASE COMMENT ON THE FOLLOWING:,PLEASE COMMENT ON THE FOLLOWING:,PLEASE COMMENT ON THE FOLLOWING:,PLEASE COMMENT ON THE FOLLOWING:,PLEASE COMMENT ON THE FOLLOWING:,PLEASE COMMENT ON THE FOLLOWING:,PLEASE COMMENT ON THE FOLLOWING:,PLEASE COMMENT ON THE FOLLOWING:,PLEASE COMMENT ON THE FOLLOWING:,PLEASE COMMENT ON THE FOLLOWING:,,,
3,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freshman,Sophomore,Junior,Senior,Graduate,Extension,Visitor,#Resp,Mean,StDev,,,,
6,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Your class level is,133%,00%,133%,133%,00%,00%,00%,3,,,,,,
7,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Major,Minor,Gen. Ed.,Elective,Interest,#Resp,Mean,StDev,,,,,,
10,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Your reason for taking this class is,133%,133%,00%,00%,133%,3,,,,,,,,
11,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,C,D,F,P,NP,#Resp,Mean,StDev,,,,
14,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,What grade do you expect in this class?,267%,00%,00%,00%,00%,133%,00%,3,4.00,0.00,,,,
15,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GENERAL QUESTIONS,GENERAL QUESTIONS,GENERAL QUESTIONS,GENERAL QUESTIONS,GENERAL QUESTIONS,GENERAL QUESTIONS,GENERAL QUESTIONS,GENERAL QUESTIONS,GENERAL QUESTIONS,GENERAL QUESTIONS,GENERAL QUESTIONS,GENERAL QUESTIONS,,,
19,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Not Applicable,#Resp,Mean,StDev,,,,,
22,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,I learned a great deal from this course.,00%,00%,00%,267%,133%,00%,3,4.33,0.47,,,,,
23,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0-1,2-3,4-5,6-7,8-9,10-11,12-13,14-15,16-17,18-19,20 or more,#Resp,Mean,StDev
26,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,How many hours a week do you spend studying outside of class on average?,133%,267%,00%,00%,00%,00%,00%,00%,00%,00%,00%,3,1.83,0.94
27,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Rarely,Some of the Time,Most of the Time,#Resp,Mean,StDev,,,,,,,,
30,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,How often do you attend this course?,00%,133%,267%,3,2.67,0.47,,,,,,,,
31,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COURSE MATERIAL MUS 2AK,COURSE MATERIAL MUS 2AK,COURSE MATERIAL MUS 2AK,COURSE MATERIAL MUS 2AK,COURSE MATERIAL MUS 2AK,COURSE MATERIAL MUS 2AK,COURSE MATERIAL MUS 2AK,COURSE MATERIAL MUS 2AK,COURSE MATERIAL MUS 2AK,COURSE MATERIAL MUS 2AK,COURSE MATERIAL MUS 2AK,COURSE MATERIAL MUS 2AK,,,
35,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Not Applicable,#Resp,Mean,StDev,,,,,
38,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,The course material is intellectually stimulating.,00%,00%,00%,267%,133%,00%,3,4.33,0.47,,,,,
39,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,Assignments promote learning.,00%,00%,133%,00%,267%,00%,3,4.33,0.94,,,,,
42,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Required reading is useful.,00%,00%,00%,133%,267%,00%,3,4.67,0.47,,,,,
45,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,This course is difficult relative to others.,00%,133%,00%,133%,133%,00%,3,3.67,1.25,,,,,
48,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,Exams are representative of the course material.,00%,00%,00%,133%,267%,00%,3,4.67,0.47,,,,,
51,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,#Resp,Mean,StDev,,,,,,,,,
54,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,Do you recommend this course overall?,3100%,00%,3,1.00,0.00,,,,,,,,,
55,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTRUCTOR Kyle Blair,INSTRUCTOR Kyle Blair,INSTRUCTOR Kyle Blair,INSTRUCTOR Kyle Blair,INSTRUCTOR Kyle Blair,INSTRUCTOR Kyle Blair,INSTRUCTOR Kyle Blair,INSTRUCTOR Kyle Blair,INSTRUCTOR Kyle Blair,INSTRUCTOR Kyle Blair,INSTRUCTOR Kyle Blair,INSTRUCTOR Kyle Blair,,,
59,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Not Applicable,#Resp,Mean,StDev,,,,,
62,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,Instructor displays a proficient command of the material.,00%,00%,00%,00%,3100%,00%,3,5.00,0.00,,,,,
63,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,Instructor is well prepared for classes.,00%,00%,00%,00%,3100%,00%,3,5.00,0.00,,,,,
66,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,Instructor's speech is clear and audible.,00%,00%,00%,00%,3100%,00%,3,5.00,0.00,,,,,
69,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,Instructor explains the course material well.,00%,00%,00%,00%,3100%,00%,3,5.00,0.00,,,,,
72,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,Lectures hold your attention.,00%,00%,00%,00%,3100%,00%,3,5.00,0.00,,,,,
75,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,FA12,MUS 2AK,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
